

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
337.638  000.114  000.114: require('nvim-treesitter-refactor')
337.771  000.279  000.164: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-treesitter-refactor/plugin/nvim-treesitter-refactor.vim
338.124  000.102  000.102: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-web-devicons/plugin/nvim-web-devicons.vim
338.550  000.079  000.079: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/plenary.nvim/plugin/plenary.vim
338.870  000.092  000.092: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/prettier.nvim/plugin/prettier.vim
339.377  000.028  000.028: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/startuptime.vim/plugin/startuptime.vim
339.651  000.042  000.042: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/symbols-outline.nvim/plugin/symbols-outline.vim
340.007  000.061  000.061: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/telescope-frecency.nvim/plugin/frecency.vim
340.600  000.120  000.120: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/telescope.nvim/plugin/telescope.lua
341.135  000.330  000.330: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/vim-cool/plugin/cool.vim
341.812  000.374  000.374: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/vim-tmux-navigator/plugin/tmux_navigator.vim
342.089  000.029  000.029: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/which-key.nvim/plugin/which-key.vim
342.369  000.045  000.045: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/zen-mode.nvim/plugin/zen-mode.vim
343.298  011.243: loading packages
351.011  000.087  000.087: require('cmp_buffer.timer')
351.027  000.212  000.124: require('cmp_buffer.buffer')
351.033  000.352  000.140: require('cmp_buffer.source')
351.038  000.456  000.104: require('cmp_buffer')
351.093  000.596  000.140: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/cmp-buffer/after/plugin/cmp_buffer.lua
351.495  000.178  000.178: require('cmp_cmdline')
351.527  000.281  000.103: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/cmp-cmdline/after/plugin/cmp_cmdline.lua
351.800  000.116  000.116: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
352.193  000.159  000.159: require('cmp_path')
352.225  000.279  000.120: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/cmp-path/after/plugin/cmp_path.lua
352.604  000.154  000.154: require('cmp_luasnip')
352.673  000.291  000.137: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/cmp_luasnip/after/plugin/cmp_luasnip.lua
353.152  000.133  000.133: require('crates.src.common')
353.160  000.237  000.104: require('crates.src.cmp')
353.190  000.361  000.124: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/crates.nvim/after/plugin/cmp_crates.lua
353.298  008.077: loading after plugins
353.329  000.031: inits 3
353.341  000.012: reading ShaDa
354.400  000.130  000.130: require('luasnip.nodes.snippetProxy')
354.416  000.312  000.182: require('luasnip.loaders.from_snipmate')
354.645  000.138  000.138: require('luasnip.loaders.from_vscode')
354.757  000.966: opening buffers
355.034  000.277: BufEnter autocommands
355.043  000.009: editing files in windows
372.872  000.334  000.334: require('gitsigns.current_line_blame')


times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

001.023  001.023: --- NVIM STARTING ---
025.561  024.538: event init
041.147  015.586: early init
042.731  001.584: locale set
047.879  005.148: init first window
057.218  009.339: inits 1
057.248  000.030: window checked
057.260  000.011: parsing arguments
067.382  000.124  000.124: require('vim.shared')
067.609  000.113  000.113: require('vim._meta')
067.615  000.223  000.110: require('vim._editor')
067.619  000.403  000.056: require('vim._init_packages')
067.623  009.960: init lua interpreter
067.698  000.075: expanding arguments
069.451  001.753: inits 2
070.231  000.780: init highlight
070.237  000.006: waiting for UI
072.722  002.485: done waiting for UI
072.757  000.035: init screen for UI
073.008  000.251: init default mappings
073.035  000.027: init default autocommands
082.736  004.013  004.013: sourcing /tmp/.mount_nvimKOHk0n/usr/share/nvim/runtime/ftplugin.vim
084.769  000.918  000.918: sourcing /tmp/.mount_nvimKOHk0n/usr/share/nvim/runtime/indent.vim
085.068  000.033  000.033: sourcing /usr/share/nvim/archlinux.vim
085.083  000.097  000.064: sourcing /etc/xdg/nvim/sysinit.vim
113.914  028.627  028.627: require('impatient')
114.780  000.851  000.851: require('impatient.profile')
114.885  000.086  000.086: require('user.utils')
118.187  000.227  000.227: require('packer.util')
118.245  000.540  000.313: require('packer')
119.123  000.485  000.485: require('packer.log')
119.137  000.655  000.170: require('packer.async')
119.603  000.343  000.343: require('packer.result')
119.615  000.472  000.129: require('packer.jobs')
119.628  001.330  000.203: require('packer.plugin_utils')
119.824  000.171  000.171: require('packer.snapshot')
120.924  000.093  000.093: require('mason-core.path')
120.952  000.224  000.131: require('mason.settings')
121.234  000.152  000.152: require('mason-core.functional')
121.453  000.092  000.092: require('mason-core.functional.data')
121.462  000.205  000.113: require('mason-core.functional.function')
121.662  000.171  000.171: require('mason-core.functional.relation')
121.813  000.131  000.131: require('mason-core.functional.logic')
121.862  000.902  000.241: require('mason-core.platform')
121.867  001.457  000.331: require('mason')
122.331  000.174  000.174: require('mason-core.functional.list')
122.375  000.472  000.298: require('mason.api.command')
122.705  000.155  000.155: require('mason-core.log')
122.715  000.334  000.179: require('mason-lspconfig')
122.816  000.091  000.091: require('mason-lspconfig.settings')
123.119  000.079  000.079: require('mason-core.notify')
123.131  000.200  000.121: require('mason-lspconfig.lspconfig_hook')
124.130  000.203  000.203: require('vim.lsp.log')
125.104  000.010  000.010: require('vim.F')
125.113  000.973  000.962: require('vim.lsp.protocol')
125.636  000.221  000.221: require('vim.lsp._snippet')
125.795  000.149  000.149: require('vim.highlight')
125.828  000.704  000.334: require('vim.lsp.util')
125.852  002.145  000.267: require('vim.lsp.handlers')
126.167  000.278  000.278: require('vim.lsp.rpc')
126.325  000.146  000.146: require('vim.lsp.sync')
126.541  000.206  000.206: require('vim.lsp.buf')
126.699  000.147  000.147: require('vim.lsp.diagnostic')
126.863  000.155  000.155: require('vim.lsp.codelens')
127.114  003.851  000.774: require('vim.lsp')
127.317  004.181  000.330: require('lspconfig.util')
127.600  000.099  000.099: require('mason-core.functional.table')
127.693  000.350  000.251: require('mason-lspconfig.mappings.server')
128.016  000.117  000.117: require('mason-core.async')
128.158  000.094  000.094: require('mason-core.async.uv')
128.173  000.369  000.158: require('mason-core.fs')
128.316  000.105  000.105: require('mason-core.optional')
128.413  000.088  000.088: require('mason-core.EventEmitter')
128.617  000.197  000.197: require('mason-registry.index')
128.641  000.939  000.179: require('mason-registry')
128.743  000.095  000.095: require('mason-lspconfig.server_config_extensions')
128.862  000.112  000.112: require('lspconfig.configs')
129.024  000.110  000.110: require('lspconfig.server_configurations.omnisharp')
129.177  000.105  000.105: require('mason-lspconfig.ensure_installed')
129.632  000.101  000.101: require('mason-core.result')
130.107  000.254  000.254: require('mason-core.process')
130.260  000.502  000.248: require('mason-core.spawn')
130.384  000.112  000.112: require('mason-core.receipt')
130.507  000.097  000.097: require('mason-core.functional.string')
130.537  000.895  000.184: require('mason-core.installer.context')
130.647  000.104  000.104: require('mason-core.installer.linker')
130.751  000.096  000.096: require('mason-core.async.control')
130.762  001.398  000.201: require('mason-core.installer')
130.940  000.173  000.173: require('mason-core.installer.handle')
131.527  000.096  000.096: require('mason-core.managers.powershell')
131.535  000.198  000.101: require('mason-core.fetch')
131.539  000.293  000.095: require('mason-core.managers.cargo.client')
131.783  000.120  000.120: require('mason-core.managers.std')
132.065  000.170  000.170: require('mason-core.providers')
132.093  000.303  000.133: require('mason-core.managers.github.client')
132.108  000.564  000.141: require('mason-core.managers.github')
132.145  001.028  000.171: require('mason-core.managers.cargo')
132.356  000.205  000.205: require('mason-core.managers.composer')
132.530  000.166  000.166: require('mason-core.managers.gem')
132.655  000.117  000.117: require('mason-core.managers.git')
132.825  000.162  000.162: require('mason-core.managers.go')
133.015  000.182  000.182: require('mason-core.managers.luarocks')
133.167  000.145  000.145: require('mason-core.managers.npm')
133.416  000.242  000.242: require('mason-core.managers.pip3')
133.430  002.473  000.226: require('mason-core.package.version-check')
133.443  004.258  000.215: require('mason-core.package')
133.579  000.112  000.112: require('mason-registry.python-lsp-server')
133.848  000.108  000.108: require('mason-registry.pyright')
134.013  000.137  000.137: require('mason-registry.clangd')
134.151  000.111  000.111: require('mason-registry.lua-language-server')
134.370  000.092  000.092: require('mason-core.functional.number')
134.422  000.260  000.168: require('mason-lspconfig.api.command')
134.499  017.127  001.653: require('user.pack')
138.005  003.499  003.499: require('user.opts')
138.155  000.012  000.012: require('vim.keymap')
140.274  002.255  002.243: require('user.keys')
140.382  000.098  000.098: require('user.utils')
141.180  000.172  000.172: require('vim.treesitter.language')
141.202  000.456  000.284: require('vim.treesitter.query')
142.123  000.201  000.201: require('vim.treesitter.languagetree')
142.209  000.478  000.277: require('vim.treesitter')
142.499  001.068  000.590: require('nvim-treesitter.parsers')
142.658  000.151  000.151: require('nvim-treesitter.utils')
142.670  001.356  000.137: require('nvim-treesitter.ts_utils')
142.684  001.476  000.120: require('nvim-treesitter.tsrange')
142.785  000.093  000.093: require('nvim-treesitter.caching')
142.805  002.177  000.151: require('nvim-treesitter.query')
142.838  002.368  000.191: require('nvim-treesitter.configs')
143.241  000.106  000.106: require('nvim-treesitter.info')
143.381  000.131  000.131: require('nvim-treesitter.shell_command_selectors')
143.443  000.481  000.244: require('nvim-treesitter.install')
145.660  005.268  002.420: require('plugins.treesitter')
145.998  000.111  000.111: require('telescope._extensions')
146.008  000.216  000.105: require('telescope')
146.766  000.092  000.092: require('plenary.bit')
146.862  000.088  000.088: require('plenary.functional')
146.917  000.035  000.035: require('ffi')
146.941  000.414  000.199: require('plenary.path')
146.958  000.524  000.110: require('plenary.strings')
147.047  000.083  000.083: require('telescope.deprecated')
147.431  000.170  000.170: require('plenary.log')
147.494  000.312  000.142: require('telescope.log')
147.782  000.143  000.143: require('plenary.job')
147.876  000.085  000.085: require('telescope.state')
147.893  000.392  000.164: require('telescope.utils')
147.941  000.887  000.184: require('telescope.sorters')
148.053  000.085  000.085: require('vim.inspect')
151.662  005.395  003.817: require('telescope.config')
151.931  000.112  000.112: require('plenary.window.border')
152.025  000.086  000.086: require('plenary.window')
152.115  000.083  000.083: require('plenary.popup.utils')
152.127  000.450  000.170: require('plenary.popup')
152.229  000.096  000.096: require('telescope.pickers.scroller')
152.332  000.096  000.096: require('telescope.actions.state')
152.457  000.105  000.105: require('telescope.actions.utils')
154.639  002.064  002.064: require('telescope.actions.mt')
154.689  002.225  000.161: require('telescope.actions.set')
154.929  000.113  000.113: require('telescope.config.resolve')
154.936  000.239  000.125: require('telescope.pickers.entry_display')
155.024  000.082  000.082: require('telescope.from_entry')
155.498  009.484  000.795: require('telescope.actions')
156.460  000.091  000.091: require('plenary.tbl')
156.477  000.213  000.123: require('plenary.vararg.rotate')
156.481  000.323  000.110: require('plenary.vararg')
156.579  000.092  000.092: require('plenary.errors')
156.590  000.546  000.131: require('plenary.async.async')
156.703  000.108  000.108: require('plenary.async.structs')
156.718  000.826  000.173: require('plenary.async.control')
157.199  000.343  000.343: require('telescope.make_entry')
157.665  000.122  000.122: require('plenary.async.util')
157.672  000.231  000.109: require('plenary.async.tests')
157.678  000.340  000.110: require('plenary.async')
157.684  000.466  000.125: require('telescope.finders.async_static_finder')
158.027  000.099  000.099: require('plenary.class')
158.057  000.259  000.160: require('telescope._')
158.066  000.377  000.117: require('telescope.finders.async_oneshot_finder')
158.181  000.109  000.109: require('telescope.finders.async_job_finder')
158.197  001.470  000.176: require('telescope.finders')
158.606  000.164  000.164: require('telescope.debounce')
158.843  000.227  000.227: require('telescope.mappings')
158.981  000.127  000.127: require('telescope.pickers.highlights')
